arrivaltime,exchangetime,exchangemillisec,ticker,latency
16469989696475,13:03:40,700,IF2208,39546
16470137050328,13:03:41,200,IF2208,2902
16470657481432,13:03:41,700,IF2208,2907
16471158743110,13:03:42,200,IF2208,6930
16471670808082,13:03:42,700,IF2208,3973
16472183042593,13:03:43,200,IF2208,9358
16472697341479,13:03:43,700,IF2208,4053
16473206513480,13:03:44,200,IF2208,2205
16473613660762,13:03:44,700,IF2208,6332
16474128185043,13:03:45,200,IF2208,3318
16474615248861,13:03:45,700,IF2208,3134
16475151470608,13:03:46,200,IF2208,3341
16475664930854,13:03:46,700,IF2208,1544
16476177627820,13:03:47,200,IF2208,2087
16476690544579,13:03:47,700,IF2208,1724
16477200109547,13:03:48,200,IF2208,2904
16477654040856,13:03:48,700,IF2208,2002
16478330643665,13:03:49,200,IF2208,3593
16478649510578,13:03:49,700,IF2208,2901
16479355286070,13:03:50,200,IF2208,2912
16479650050532,13:03:50,700,IF2208,2651
16480174618476,13:03:51,200,IF2208,2601
16480694829563,13:03:51,700,IF2208,3130
16481311007426,13:03:52,200,IF2208,5337
16481706870488,13:03:52,700,IF2208,3959
16482217490122,13:03:53,200,IF2208,4015
16482635131054,13:03:53,700,IF2208,3598
16483141207684,13:03:54,200,IF2208,2947
16483671412422,13:03:54,700,IF2208,3994
16484168460643,13:03:55,200,IF2208,3438
16484676458511,13:03:55,700,IF2208,3553
16485115726368,13:03:56,200,IF2208,3032
16485699638021,13:03:56,700,IF2208,3027
16486215702860,13:03:57,200,IF2208,3983
16486724496825,13:03:57,700,IF2208,4014
16487135556037,13:03:58,200,IF2208,2797
16487646222131,13:03:58,700,IF2208,4054
16488157390678,13:03:59,200,IF2208,2389
16488671762765,13:03:59,700,IF2208,15008
16489180430500,13:04:00,200,IF2208,2606
16489624192378,13:04:00,700,IF2208,2834
16490208485078,13:04:01,200,IF2208,2909
16490716781469,13:04:01,700,IF2208,3244
16491228473956,13:04:02,200,IF2208,3378
16491640590215,13:04:02,700,IF2208,2957
16492153163353,13:04:03,200,IF2208,3117
16492662634639,13:04:03,700,IF2208,82380
16493175138253,13:04:04,200,IF2208,2000
16493687843818,13:04:04,700,IF2208,7621
16494199213329,13:04:05,200,IF2208,1506
16494665834382,13:04:05,700,IF2208,3934
16495222135162,13:04:06,200,IF2208,2142
16495735305210,13:04:06,700,IF2208,2248
16496146463210,13:04:07,200,IF2208,4054
16496656660844,13:04:07,700,IF2208,4094
16497169002596,13:04:08,200,IF2208,3568
16497680623339,13:04:08,700,IF2208,3320
16498194871684,13:04:09,200,IF2208,4570
16498705536448,13:04:09,700,IF2208,4044
16499127527691,13:04:10,200,IF2208,3508
16499628514817,13:04:10,700,IF2208,3909
16500241458373,13:04:11,200,IF2208,3218
16500627991495,13:04:11,700,IF2208,2766
16501163808280,13:04:12,200,IF2208,2907
16501679211340,13:04:12,700,IF2208,3759
16502186064825,13:04:13,200,IF2208,2947
16502699465313,13:04:13,700,IF2208,3739
16503724521049,13:04:14,700,IF2208,2420
16504234249053,13:04:15,200,IF2208,3255
16504625120851,13:04:15,700,IF2208,2912
16505157489564,13:04:16,200,IF2208,3388
16505668332409,13:04:16,700,IF2208,3904
16506180704457,13:04:17,200,IF2208,4155
16506641224889,13:04:17,700,IF2208,2947
16507202951166,13:04:18,200,IF2208,4094
16507715306856,13:04:18,700,IF2208,2842
16508227988934,13:04:19,200,IF2208,3453
16508739484288,13:04:19,700,IF2208,2912
16509260627969,13:04:20,200,IF2208,5027
16509663104950,13:04:20,700,IF2208,3312
16510173989589,13:04:21,200,IF2208,3002
16510686091194,13:04:21,700,IF2208,4210
16511196762887,13:04:22,200,IF2208,3403
16511712909583,13:04:22,700,IF2208,2967
16512220791509,13:04:23,200,IF2208,2671
16512734949734,13:04:23,700,IF2208,3559
16513143417741,13:04:24,200,IF2208,2927
16513654607748,13:04:24,700,IF2208,3183
16514167086297,13:04:25,200,IF2208,18788
16514679556576,13:04:25,700,IF2208,3127
16515192561612,13:04:26,200,IF2208,4225
16515630225396,13:04:26,700,IF2208,2876
16516130238455,13:04:27,200,IF2208,3518
16516632621772,13:04:27,700,IF2208,3964
16517132392392,13:04:28,200,IF2208,2942
16517648974733,13:04:28,700,IF2208,3523
16518161111220,13:04:29,200,IF2208,3664
16518676782053,13:04:29,700,IF2208,2922
16519185344794,13:04:30,200,IF2208,3513
16519636679845,13:04:30,700,IF2208,3083
16520207350275,13:04:31,200,IF2208,2907
16520719826571,13:04:31,700,IF2208,4040
16521232293733,13:04:32,200,IF2208,2877
16521747469837,13:04:32,700,IF2208,3548
16522153669298,13:04:33,200,IF2208,3273
16522664998251,13:04:33,700,IF2208,3554
16523178660808,13:04:34,200,IF2208,3879
16523634549016,13:04:34,700,IF2208,2917
16524304082996,13:04:35,200,IF2208,3368
16524669427420,13:04:35,700,IF2208,3177
16525226862956,13:04:36,200,IF2208,3949
16525742302327,13:04:36,700,IF2208,4751
16526252363195,13:04:37,200,IF2208,2476
16526667302201,13:04:37,700,IF2208,4290
16527172996969,13:04:38,200,IF2208,3769
16527686822790,13:04:38,700,IF2208,3844
16528194720318,13:04:39,200,IF2208,4364
16528638998356,13:04:39,700,IF2208,3032
16529219655533,13:04:40,200,IF2208,3639
16529734447873,13:04:40,700,IF2208,2877
16530243416860,13:04:41,200,IF2208,2931
16530660736893,13:04:41,700,IF2208,4054
16531167741640,13:04:42,200,IF2208,3488
16531676265975,13:04:42,700,IF2208,4159
16532191448984,13:04:43,200,IF2208,4375
16532703113073,13:04:43,700,IF2208,3458
16533213837145,13:04:44,200,IF2208,3769
16533727933060,13:04:44,700,IF2208,2781
16534239849122,13:04:45,200,IF2208,3724
16534641300716,13:04:45,700,IF2208,3684
16535158085835,13:04:46,200,IF2208,3197
16535670598965,13:04:46,700,IF2208,3037
16536182593488,13:04:47,200,IF2208,59872
16536694365611,13:04:47,700,IF2208,3648
16537207307626,13:04:48,200,IF2208,3689
16537719877663,13:04:48,700,IF2208,3783
16538231850056,13:04:49,200,IF2208,3874
16538742389625,13:04:49,700,IF2208,4325
16539254311225,13:04:50,200,IF2208,4109
16539666681903,13:04:50,700,IF2208,18523
16540177491303,13:04:51,200,IF2208,3748
16540688947947,13:04:51,700,IF2208,3674
16541199107183,13:04:52,200,IF2208,3403
16541712841884,13:04:52,700,IF2208,4521
16542234733378,13:04:53,200,IF2208,3193
16542739148026,13:04:53,700,IF2208,3303
16543143586178,13:04:54,200,IF2208,3022
16543657489348,13:04:54,700,IF2208,3062
16544170817681,13:04:55,200,IF2208,3468
16544681758946,13:04:55,700,IF2208,3829
16545195117863,13:04:56,200,IF2208,4024
16545707121343,13:04:56,700,IF2208,4260
16546217284543,13:04:57,200,IF2208,3002
16546732292978,13:04:57,700,IF2208,2787
16547242163793,13:04:58,200,IF2208,3924
16547754244181,13:04:58,700,IF2208,3599
16548164758385,13:04:59,200,IF2208,3708
16548678843146,13:04:59,700,IF2208,4054
16549190652831,13:05:00,200,IF2208,3528
16549643448477,13:05:00,700,IF2208,3613
16550212960362,13:05:01,200,IF2208,3057
16550726418498,13:05:01,700,IF2208,3828
16551237428574,13:05:02,200,IF2208,3147
16551750270840,13:05:02,700,IF2208,3624
16552158109213,13:05:03,200,IF2208,2992
16552669848220,13:05:03,700,IF2208,3198
16553181047878,13:05:04,200,IF2208,3613
16553693673432,13:05:04,700,IF2208,3683
16554205096900,13:05:05,200,IF2208,2354
16554673078534,13:05:05,700,IF2208,2932
16555229973374,13:05:06,200,IF2208,4015
16555646916151,13:05:06,700,IF2208,3318
16556252266436,13:05:07,200,IF2208,3758
16556647222543,13:05:07,700,IF2208,3358
16557174215182,13:05:08,200,IF2208,4375
16557687392150,13:05:08,700,IF2208,2901
16558200187406,13:05:09,200,IF2208,3112
16558714532288,13:05:09,700,IF2208,3047
16559224338683,13:05:10,200,IF2208,4004
16559838529659,13:05:10,700,IF2208,3087
16560245879040,13:05:11,200,IF2208,3107
16560680613054,13:05:11,700,IF2208,3864
16561168038044,13:05:12,200,IF2208,3954
16561680085716,13:05:12,700,IF2208,3017
